ID  ? t  f
32189 1 5 0
32190 1 5 0
32191 0 1 4
32192 1 5 0
32193 1 5 0
32194 1 5 0
32195 1 5 0
32196 1 5 0
32197 1 3 2
32198 1 5 0
32199 1 5 0
32200 1 3 2
32201 0 0 5
32202 1 5 0
32203 1 5 0
32204 1 5 0
32205 1 5 0
32206 0 0 5
32207 1 4 1
32208 0 0 5
32209 0 1 4
32210 1 5 0
32211 0 1 4
32212 0 1 4
32213 0 2 3
32214 1 5 0
32215 0 0 6
32216 0 0 5
32217 1 5 0
32218 1 5 0
32219 0 0 5
32220 0 0 5
32221 0 1 4
32222 1 5 0
32223 0 1 4
32224 0 2 3
32225 1 4 1
32226 0 0 5
32227 0 0 5
32228 1 5 0
32229 1 5 0
32230 0 0 5
32231 1 5 0
32232 0 0 5
32233 0 0 5
32234 1 5 0
32235 1 3 2
32236 1 5 0
32237 1 5 0
32238 0 2 3
32239 1 5 0
32240 1 5 0
32241 0 2 3
32242 0 2 3
32243 1 7 0
32244 0 0 5
32245 1 5 0
32246 1 5 0
32247 1 5 0
32248 0 1 4
32249 1 4 1
32250 1 5 0
32251 1 5 0
32252 0 0 5
32253 1 5 0
32254 1 5 0
32255 1 5 0
32256 0 1 4
32257 0 1 4
32258 0 1 4
32259 1 5 0
32260 1 5 0
32261 1 3 2
32262 1 5 0
32263 1 5 0
32264 1 5 0
32265 0 2 3
32266 1 5 0
32267 1 5 0
32268 0 0 5
32269 1 6 0
32270 0 2 3
32271 1 5 0
32272 1 5 0
32273 1 3 2
32274 1 3 2
32275 1 5 0
32276 1 5 0
32277 0 0 5
32278 1 5 0
32279 1 5 0
32280 0 0 5
32281 1 5 0
32282 0 2 3
32283 1 5 0
32284 1 5 0
32285 0 1 4
32286 0 0 6
32287 0 1 4
32288 0 2 3
32289 0 2 3
32290 0 1 4
32291 0 0 5
32292 1 5 0
32293 1 5 0
32294 1 5 0
32295 1 5 0
32296 1 5 0
32297 1 5 0
32298 0 0 5
32299 0 0 5
32300 1 5 0
32301 0 1 4
32302 1 5 0
32303 1 5 0
32304 0 1 4
32305 1 4 2
32306 1 5 0
32307 1 5 0
32308 0 2 3
32309 0 0 5
32310 1 5 0
32311 1 3 2
32312 0 1 4
32313 1 5 0
32314 1 5 0
32315 0 0 5
32316 1 5 0
32317 1 5 0
32318 1 5 0
32319 1 5 0
32320 1 4 2
32321 1 5 0
32322 0 1 4
32323 1 5 0
32324 1 5 0
32325 1 5 0
32326 0 1 5
32327 1 3 2
32328 1 5 0
32329 0 0 5
32330 1 3 2
32331 0 0 5
32332 1 5 0
32333 0 2 3
32334 1 5 0
32335 1 3 2
32336 1 5 0
32337 1 5 0
32338 1 3 2
32339 1 6 0
32340 1 5 0
32341 1 5 0
32342 0 0 5
32343 1 5 0
32344 1 3 2
32345 1 5 0
32346 1 5 0
32347 1 6 0
32348 1 5 0
32349 0.5 3 3
32350 1 5 0
32351 1 5 0
32352 1 4 1
32353 0 0 5
32354 1 5 0
32355 0 1 4
32356 0.5 3 3
32357 1 5 0
32358 1 5 0
32359 0 0 5
32360 0.5 3 3
32361 1 4 1
32362 1 4 1
32363 1 5 0
32364 1 5 0
32365 0 0 5
32366 1 5 0
32367 0 0 5
32368 0 0 5
32369 1 5 0
32370 1 5 0
32371 0 0 6
32372 0 0 5
32373 1 5 0
32374 1 5 0
32375 0 2 3
32376 0 0 5
32377 1 5 0
32378 0 1 4
32379 0 2 3
32380 1 6 0
32381 0 0 5
32382 1 5 0
32383 1 5 0
32384 0 1 4
32385 1 5 0
32386 1 5 0
32387 1 5 0
32388 1 5 0
32389 1 5 0
32390 1 5 0
32391 0 0 5
32392 0 0 5
32393 1 5 0
32394 0 0 5
32395 1 5 0
32396 1 6 0
32397 0 1 4
32398 1 5 0
32399 1 5 0
32400 1 6 0
32401 0 1 4
32402 1 5 0
32403 0 0 5
32404 1 4 1
32405 1 5 0
32406 1 5 0
32407 1 5 0
32408 0 1 4
32409 1 5 0
32410 1 5 0
32411 1 5 0
32412 1 5 0
32413 1 5 0
32414 1 5 0
32415 1 5 0
32416 1 5 0
32417 0 0 5
32418 1 5 0
32419 0 1 4
32420 0 1 4
32421 0 2 3
32422 0 0 5
32423 1 5 0
32424 1 5 0
32425 1 5 0
32426 0 0 5
32427 0 0 5
32428 0 0 5
32429 0 2 3
32430 1 4 1
32431 0 1 5
32432 1 6 0
32433 1 5 0
32434 1 4 1
32435 1 5 0
32436 1 5 0
32437 1 5 0
32438 0 0 5
32439 0 0 5
32440 1 5 0
32441 1 5 0
32442 0 4 5
32443 1 5 0
32444 1 5 0
32445 0 0 5
32446 1 5 0
32447 0 1 4
32448 1 5 0
32449 1 5 0
32450 1 4 1
32451 0 1 4
32452 0 0 5
32453 1 5 0
32454 1 5 0
32455 1 5 0
32456 1 5 0
32457 0 0 5
32458 1 5 0
32459 1 5 0
32460 1 5 0
32461 1 5 0
32462 1 5 0
32463 1 5 0
32464 0 1 4
32465 1 5 0
32466 0 2 3
32467 1 5 0
32468 1 5 0
32469 0 2 3
32470 0 1 4
32471 1 6 0
32472 1 3 2
32473 0 0 5
32474 0 0 5
32475 1 5 0
32476 1 5 0
32477 0 2 4
32478 1 3 2
32479 1 5 0
32480 0 1 4
32481 1 5 0
32482 0 0 5
32483 1 3 2
32484 0 1 4
32485 1 5 0
32486 1 4 1
32487 1 5 0
32488 0 0 5
32489 0 0 5
32490 1 5 0
32491 1 5 0
32492 0 2 3
32493 0 0 5
32494 0 2 3
32495 1 6 0
32496 1 4 2
32497 0 0 5
32498 1 4 1
32499 0 0 5
32500 0 0 5
32501 1 5 0
32502 0 0 5
32503 1 5 0
32504 1 5 0
32505 1 5 0
32506 0 0 5
32507 1 5 0
32508 1 5 0
32509 1 5 0
32510 1 5 0
32511 0 0 5
32512 1 5 0
32513 0 1 4
32514 1 5 0
32515 1 5 0
32516 1 5 0
32517 1 5 0
32518 1 5 0
32519 1 5 0
32520 0 1 4
32521 1 6 0
32522 0 2 3
32523 0 0 5
32524 1 5 0
32525 1 5 0
32526 1 5 0
32527 1 5 0
32528 1 5 0
32529 0 1 4
32530 1 5 0
32531 1 4 0
32532 1 5 0
32533 0 1 4
32534 1 5 0
32535 1 5 0
32536 0 2 3
32537 1 5 0
32538 0 0 5
32539 0 0 5
32540 1 5 0
32541 1 5 0
32542 0 0 5
32543 1 5 0
32544 0 0 5
32545 1 4 1
32546 1 6 0
32547 1 5 0
32548 1 5 0
32549 1 5 0
32550 1 5 0
32551 0 1 4
32552 1 5 0
32553 1 5 0
32554 1 4 1
32555 1 5 0
32556 1 5 0
32557 1 5 0
32558 1 5 0
32559 1 5 0
32560 1 5 0
32561 1 5 0
32562 0 1 4
32563 0 0 5
32564 0 0 5
32565 0 1 4
32566 1 5 0
32567 0 0 5
32568 1 5 0
32569 0 0 5
32570 1 5 0
32571 1 5 0
32572 1 4 1
32573 1 5 0
32574 1 5 0
32575 1 5 0
32576 1 5 0
32577 0 0 5
32578 0 2 3
32579 0 0 5
32580 1 5 0
32581 1 5 0
32582 1 4 1
32583 0 1 4
32584 1 5 0
32585 0 2 3
32586 1 5 0
32587 1 5 0
32588 0 1 4
32589 1 5 0
32590 1 3 2
32591 1 3 2
32592 1 5 0
32593 0 2 3
32594 0 2 3
32595 1 5 0
32596 0 0 5
32597 1 5 0
32598 1 5 0
32599 0 0 5
32600 1 5 0
32601 1 5 0
32602 0 1 4
32603 1 5 0
32604 1 3 2
32605 1 3 2
32606 1 5 0
32607 1 3 2
32608 0 0 5
32609 1 5 0
32610 1 3 2
32611 1 3 2
32612 1 4 1
32613 1 5 0
32614 0 0 5
32615 1 5 0
32616 0 1 4
32617 0 2 3
32618 1 5 0
32619 1 5 0
32620 1 5 0
32621 0 2 3
32622 1 5 0
32623 1 5 0
32624 0 0 5
32625 0 1 4
32626 0 0 5
32627 1 5 0
32628 1 4 1
32629 1 5 0
32630 0 0 5
32631 1 5 0
32632 1 4 1
32633 1 5 0
32634 1 3 2
32635 0 0 5
32636 0 0 5
32637 1 4 1
32638 1 5 0
32639 1 5 0
32640 0 1 4
32641 1 5 0
32642 0 0 5
32643 1 5 0
32644 1 3 2
32645 1 5 0
32646 0 2 3
32647 0 2 4
32648 1 5 0
32649 0 1 4
32650 0 1 4
32651 1 5 0
32652 0 1 4
32653 1 5 0
32654 1 5 0
32655 1 5 0
32656 0 0 5
32657 0 1 4
32658 0 0 5
32659 1 5 0
32660 0 0 5
32661 1 3 2
32662 1 5 0
32663 0 0 5
32664 1 5 0
32665 1 5 0
32666 1 5 1
32667 0 1 4
32668 1 5 0
32669 1 5 0
32670 1 5 0
32671 1 5 0
32672 1 5 0
32673 1 5 0
32674 1 5 0
32675 0 0 5
32676 1 4 1
32677 0 0 5
32678 1 4 1
32679 1 5 0
32680 0 0 5
32681 1 5 0
32682 0 0 5
32683 1 5 0
32684 1 5 0
32685 1 5 0
32686 1 5 0
32687 1 5 0
32688 0 0 5
32689 1 5 0
32690 1 5 0
32691 0 1 4
32692 1 5 0
32693 0 0 5
32694 0 2 3
32695 1 5 0
32696 1 5 1
32697 1 5 0
32698 1 5 0
32699 0 0 5
32700 1 5 0
32701 0 0 6
32702 0 0 5
32703 0 1 4
32704 1 5 0
32705 1 5 0
32706 1 5 0
32707 1 5 0
32708 0 2 3
32709 0 1 4
32710 1 5 0
32711 1 5 0
32712 1 5 0
32713 0 2 3
32714 1 5 0
32715 1 5 0
32716 1 3 2
32717 1 5 0
32718 1 5 0
32719 1 5 0
32720 1 5 0
32721 1 5 0
32722 0 0 5
32723 1 5 0
32724 1 5 0
32725 1 5 0
32726 1 5 0
32727 1 5 0
32728 1 5 0
32729 1 4 1
32730 1 5 0
32731 1 5 0
32732 1 4 1
32733 1 5 0
32734 1 5 0
32735 0 0 5
32736 1 4 1
32737 1 5 0
32738 1 4 1
32739 1 3 2
32740 1 5 0
32741 1 5 0
32742 1 5 0
32743 1 4 1
32744 1 5 0
32745 0 0 5
32746 1 4 1
32747 0 2 3
32748 0 2 3
32749 1 5 0
32750 0 0 5
32751 1 5 0
32752 1 5 0
32753 0.5 3 3
32754 0 1 4
32755 0 0 6
32756 1 5 0
32757 0 2 3
32758 1 5 0
32759 1 3 2
32760 1 5 0
32761 1 5 0
32762 1 5 0
32763 1 5 0
32764 1 4 1
32765 0 2 3
32766 1 6 0
32767 1 4 1
32768 1 5 0
32769 1 5 0
32770 0 1 4
32771 0 0 5
32772 1 5 0
32773 1 5 0
32774 1 5 0
32775 1 5 0
32776 1 7 0
32777 0 0 5
32778 0 1 4
32779 0 1 4
32780 1 5 0
32781 1 5 0
32782 1 5 0
32783 0 1 4
32784 0 0 6
32785 1 3 2
32786 1 6 0
32787 1 5 0
32788 1 5 0
32789 1 5 0
32790 1 5 0
32791 0 0 5
32792 0 0 5
32793 1 6 0
32794 1 5 0
32795 1 5 0
32796 0 0 5
32797 1 5 0
32798 1 5 0
32799 1 6 0
32800 0 0 5
32801 1 5 0
32802 1 3 2
32803 1 5 0
32804 1 5 0
32805 0 0 6
32806 0 0 5
32807 1 5 0
32808 1 5 0
32809 1 5 0
32810 1 5 0
32811 1 5 0
32812 0 2 3
32813 1 5 0
32814 1 5 0
32815 1 5 0
32816 0 1 4
32817 0 0 5
32818 1 5 0
32819 1 5 0
32820 1 5 0
32821 1 5 0
32822 0 0 5
32823 1 5 0
32824 0 1 4
32825 1 5 0
32826 1 5 0
32827 0 0 5
32828 1 5 0
32829 0 0 5
32830 0 1 4
32831 1 5 0
32832 1 5 0
32833 0 0 5
32834 1 5 0
32835 0 1 4
32836 0 0 5
32837 1 5 0
32838 1 4 1
32839 0 2 3
32840 1 3 2
32841 1 5 0
32842 0 0 5
32843 1 5 0
32844 1 5 0
32845 1 5 0
32846 1 5 0
32847 1 6 0
32848 0 0 5
32849 1 5 0
32850 0 0 5
32851 1 5 0
32852 1 5 0
32853 1 5 0
32854 0 0 5
32855 0.5 3 3
32856 1 5 0
32857 1 5 0
32858 1 5 0
32859 1 5 0
32860 0 0 6
32861 1 5 0
32862 0 0 5
32863 0 0 5
32864 0 2 3
32865 0 0 5
32866 1 5 0
32867 0 0 5
32868 1 5 0
32869 1 4 1
32870 1 5 0
32871 1 6 0
32872 1 4 0
32873 0 0 5
32874 1 5 0
32875 0 0 5
32876 1 5 0
32877 0 2 3
32878 1 5 0
32879 1 4 1
32880 1 5 0
32881 1 5 0
32882 1 5 0
32883 1 6 0
32884 0 0 5
32885 0 0 5
32886 0 0 5
32887 1 5 0
32888 0 0 6
32889 1 6 0
32890 0 1 4
32891 1 5 0
32892 0 2 3
32893 1 4 1
32894 1 5 0
32895 1 4 1
32896 1 5 0
32897 1 5 0
32898 1 5 0
32899 0 0 5
32900 1 5 0
32901 1 4 0
32902 1 5 0
32903 1 5 0
32904 1 3 2
32905 1 5 0
32906 0 0 6
32907 1 5 0
32908 0 0 5
32909 0 0 5
32910 1 3 2
32911 0 2 3
32912 1 4 1
32913 1 5 0
32914 1 6 0
32915 1 5 0
32916 0 0 5
32917 1 5 0
32918 1 5 0
32919 1 5 0
32920 1 5 0
32921 0 0 5
32922 1 5 0
32923 0 0 5
32924 1 5 0
32925 0 0 5
32926 1 5 0
32927 0 1 5
32928 1 5 0
32929 1 4 1
32930 1 5 0
32931 0 0 5
32932 0 0 5
32933 0 0 5
32934 0 0 5
32935 1 5 0
32936 1 5 0
32937 0 2 3
32938 1 6 0
32939 0 0 5
32940 1 5 0
32941 1 5 0
32942 1 6 0
32943 1 5 0
32944 0 0 5
32945 1 5 0
32946 1 5 0
32947 0 0 5
32948 0 1 4
32949 1 3 2
32950 1 5 0
32951 1 5 0
32952 0 1 4
32953 0 0 5
32954 1 5 0
32955 0 0 5
32956 1 5 0
32957 0 0 5
32958 1 5 0
32959 0 1 4
32960 1 6 0
32961 1 5 0
32962 1 5 0
32963 0 1 4
32964 0 1 4
32965 1 5 0
32966 1 5 0
32967 0 0 5
32968 1 5 0
32969 1 5 0
32970 1 6 0
32971 1 5 0
32972 1 5 0
32973 1 5 0
32974 0 2 3
32975 1 5 0
32976 0 1 4
32977 0 0 5
32978 0 2 4
32979 1 6 0
32980 0 1 4
32981 0 0 5
32982 0 1 4
32983 0 1 4
32984 1 5 0
32985 0 0 5
32986 1 5 0
32987 1 5 0
32988 1 6 0
32989 1 5 0
32990 0 0 5
32991 1 5 0
32992 0 0 5
32993 0 1 4
32994 0 2 3
32995 0 1 4
32996 0 0 5
32997 1 6 0
32998 0 1 4
32999 0 1 4
33000 0 1 4
33001 0 2 3
33002 1 5 0
33003 1 6 0
33004 0 1 4
33005 1 5 0
33006 0 0 5
33007 0 0 5
33008 1 5 0
33009 1 5 0
33010 1 5 0
33011 0 1 4
33012 1 5 0
33013 1 5 0
33014 1 5 0
33015 0 0 5
33016 1 3 2
33017 1 5 0
33018 1 5 0
33019 1 5 0
33020 1 5 0
33021 1 5 0
33022 1 5 0
33023 1 5 0
33024 1 5 0
33025 0 0 5
33026 1 5 0
33027 1 5 0
33028 1 5 0
33029 1 3 2
33030 1 3 2
33031 1 5 0
33032 0 2 3
33033 1 3 2
33034 1 5 0
33035 0 0 5
33036 1 5 0
33037 1 5 0
33038 1 6 0
33039 1 5 0
33040 1 4 1
33041 0 1 4
33042 0 0 5
33043 0 0 6
33044 0 0 5
33045 0 2 3
33046 0 1 4
33047 0 1 4
33048 0 0 5
33049 0 1 4
33050 0 2 3
33051 0 1 4
33052 1 5 0
33053 1 5 0
33054 0 1 4
33055 0 0 5
33056 0.5 3 3
33057 1 5 0
33058 1 5 0
33059 1 5 0
33060 1 5 0
33061 0 1 4
33062 0 0 5
33063 1 5 0
33064 0 1 4
33065 1 5 0
33066 0 2 3
33067 0 0 6
33068 1 5 0
33069 0 0 5
33070 1 3 2
33071 1 6 0
33072 0 2 3
33073 1 5 0
33074 1 5 0
33075 1 5 0
33076 0 0 5
33077 1 5 1
33078 1 5 0
33079 1 5 0
33080 0 1 5
33081 1 5 0
33082 0 0 5
33083 1 5 0
33084 0 2 3
33085 1 5 0
33086 0 1 4
33087 0 0 5
33088 1 5 0
33089 0 0 5
33090 1 5 0
33091 1 6 0
33092 1 5 0
33093 0 1 4
33094 1 5 0
33095 1 5 0
33096 1 5 0
33097 1 5 0
33098 1 5 0
33099 1 5 0
33100 1 5 0
33101 1 5 0
33102 1 3 2
33103 1 5 0
33104 1 5 0
33105 0 0 6
33106 1 3 2
33107 1 5 0
33108 1 5 0
33109 1 5 0
33110 1 6 0
33111 0 0 5
33112 1 5 0
33113 1 5 0
33114 1 5 0
33115 1 5 0
33116 1 5 0
33117 1 5 0
33118 1 5 0
33119 1 4 1
33120 1 3 2
33121 1 5 0
33122 0 0 5
33123 1 5 0
33124 0 0 5
33125 1 5 0
33126 1 5 0
33127 1 5 0
33128 1 5 0
33129 1 4 1
33130 1 5 0
33131 1 5 0
33132 0 2 3
33133 1 3 2
33134 1 4 1
33135 1 5 0
33136 1 5 0
33137 1 5 0
33138 0 0 6
33139 1 5 0
33140 0 1 4
33141 1 5 0
33142 0 1 4
33143 1 5 0
33144 1 5 0
33145 1 5 0
33146 1 5 0
33147 0 0 6
33148 1 5 0
33149 1 5 0
33150 0 2 3
33151 1 3 2
33152 1 5 0
33153 1 3 1
33154 1 7 0
33155 1 5 0
33156 1 5 0
33157 0 2 3
33158 1 5 0
33159 0 0 6
33160 1 3 2
33161 1 3 2
33162 1 5 0
33163 0 0 5
33164 1 5 0
33165 1 5 0
33166 0 0 5
33167 1 5 0
33168 1 5 0
33169 1 5 0
33170 1 5 0
33171 1 5 0
33172 0 0 5
33173 0 1 4
33174 1 5 0
33175 0 0 5
33176 1 5 0
33177 1 5 0
33178 1 3 2
33179 1 5 0
33180 1 4 1
33181 1 5 0
33182 1 5 0
33183 1 6 0
33184 1 5 0
33185 1 5 0
33186 0 1 4
33187 1 5 0
33188 0 0 5
33189 1 5 0
33190 1 3 2
33191 0 0 5
33192 1 5 0
33193 0 1 4
33194 1 5 0
33195 1 5 0
33196 1 5 0
33197 1 5 0
33198 1 5 0
33199 1 5 0
33200 0 0 5
33201 1 3 2
33202 1 3 2
33203 0 2 3
33204 1 5 0
33205 1 5 0
33206 0 1 4
33207 0 0 5
33208 1 3 2
33209 0 1 4
33210 1 6 0
33211 1 5 0
33212 0 1 4
33213 1 5 0
33214 1 4 1
33215 1 3 2
33216 0 0 5
33217 1 5 0
33218 1 5 0
33219 0 2 3
33220 1 5 0
33221 0 2 3
33222 0 1 4
33223 1 5 0
33224 0 1 4
33225 1 6 0
33226 1 4 1
33227 1 6 0
33228 0 0 5
33229 0 2 3
33230 1 5 0
33231 1 4 1
33232 1 5 1
33233 1 5 0
33234 1 5 0
33235 1 5 0
33236 1 5 0
33237 1 5 0
33238 1 5 0
33239 1 5 0
33240 1 3 2
33241 1 3 2
33242 1 5 0
33243 1 5 0
33244 0 0 5
33245 1 5 0
33246 1 5 0
33247 1 5 0
33248 1 5 0
33249 1 4 1
33250 1 5 0
33251 1 5 0
33252 1 6 0
33253 1 5 0
33254 1 3 2
33255 1 5 0
33256 0 0 5
33257 0 0 5
33258 0 0 5
33259 1 5 0
33260 0 0 5
33261 0 2 3
33262 0 0 5
33263 1 5 0
33264 1 5 0
33265 1 5 0
33266 1 5 0
33267 0 1 5
33268 0 0 5
33269 0 0 5
33270 0 1 4
33271 1 5 0
33272 0 0 5
33273 0 0 5
33274 1 5 0
33275 1 5 0
33276 1 5 0
33277 0 1 4
33278 1 5 0
33279 0 0 5
33280 0 0 5
33281 1 5 0
33282 0 1 4
33283 1 5 0
33284 1 5 0
33285 1 5 0
33286 0 0 5
33287 0 0 5
33288 0 1 4
33289 1 5 0
33290 1 5 0
33291 0 1 5
33292 0 0 5
33293 0 0 5
33294 0 0 5
33295 0 0 5
33296 0.5 3 3
33297 0 1 4
33298 1 5 0
33299 1 5 0
33300 1 5 0
33301 1 6 0
33302 1 5 0
33303 1 5 0
33304 0 0 5
33305 1 4 1
33306 1 5 0
33307 0 1 4
33308 0 1 4
33309 1 3 2
33310 1 5 0
33311 1 3 2
33312 1 5 0
33313 0 0 5
33314 1 5 0
33315 1 5 0
33316 1 4 1
33317 0 2 3
33318 1 5 0
33319 0 1 4
33320 0 1 4
33321 0 0 5
33322 1 5 0
33323 1 5 0
33324 1 5 0
33325 1 5 0
33326 1 4 1
33327 0 0 5
33328 0 0 5
33329 0 0 5
33330 1 5 0
33331 1 5 0
33332 0 1 5
33333 0 2 3
33334 1 6 0
33335 0 1 4
33336 0 2 3
33337 1 5 0
33338 0 1 4
33339 1 4 2
33340 0 1 4
33341 1 5 0
33342 1 5 0
33343 0 1 4
33344 1 5 0
33345 1 5 0
33346 0 0 5
33347 0 0 5
33348 1 5 0
33349 1 4 1
33350 0 0 5
33351 1 5 0
33352 1 5 0
33353 1 5 0
33354 1 4 1
33355 1 5 0
33356 1 5 0
33357 1 5 0
33358 1 5 0
33359 1 5 0
33360 1 4 1
33361 0 0 5
33362 0 1 4
33363 1 5 0
33364 1 5 0
33365 0 2 3
33366 1 5 0
33367 0 2 3
33368 1 5 0
33369 1 5 0
33370 1 5 0
33371 1 5 0
33372 1 5 0
33373 1 5 0
33374 1 5 0
33375 1 5 0
33376 1 5 0
33377 1 5 0
33378 0 1 4
33379 1 5 0
33380 0 2 3
33381 0 2 3
33382 0 1 4
33383 0 0 6
33384 1 5 1
33385 0 0 5
33386 0 0 5
33387 1 4 1
33388 1 5 0
33389 0 2 3
33390 0 2 3
33391 0 1 4
33392 0 3 7
33393 1 5 0
33394 1 5 0
33395 1 5 0
33396 0 1 4
33397 1 5 0
33398 1 6 0
33399 1 5 0
33400 0 0 6
33401 0 0 5
33402 1 4 1
33403 0 1 5
33404 0 2 3
33405 1 3 2
33406 1 5 0
33407 0 1 4
33408 1 5 0
33409 1 5 0
33410 1 5 0
33411 1 5 0
33412 1 5 0
33413 0 0 5
33414 1 5 0
33415 1 5 0
33416 1 6 0
33417 0 2 4
33418 0 0 5
33419 0 0 5
33420 1 4 1
33421 1 5 0
33422 0 0 5
33423 1 5 0
33424 0 0 5
33425 1 5 0
33426 0 1 4
33427 1 5 0
33428 1 5 0
33429 0 1 4
33430 0 1 4
33431 0 0 5
33432 1 4 1
33433 1 5 0
33434 1 5 0
33435 0 0 5
33436 1 5 0
33437 0 0 5
33438 1 6 0
33439 1 5 0
33440 0 1 4
33441 0 0 5
33442 1 5 0
33443 0 1 4
33444 0 0 5
33445 1 3 2
33446 0 1 4
33447 1 5 0
33448 0 0 6
33449 0 2 3
33450 1 3 2
33451 0 0 5
33452 1 5 0
33453 0 2 3
33454 1 4 1
33455 0 2 3
33456 0 2 3
33457 1 5 0
33458 1 5 0
33459 1 5 0
33460 0 2 3
33461 1 5 0
33462 1 6 0
33463 1 3 2
33464 1 5 0
33465 0 2 3
33466 1 5 0
33467 1 5 0
33468 1 5 0
33469 0 0 5
33470 1 5 0
33471 1 3 2
33472 1 3 2
33473 1 3 2
33474 0 0 5
33475 0 0 5
33476 0 0 5
33477 0 0 5
33478 1 5 0
33479 0 0 5
33480 1 5 0
33481 1 5 0
33482 1 5 0
33483 1 3 2
33484 1 5 0
33485 1 5 0
33486 1 5 1
33487 1 6 0
33488 0 0 5
33489 0 2 4
33490 1 5 0
33491 1 3 2
33492 1 5 0
33493 0 0 5
33494 0 1 4
33495 1 5 0
33496 0 1 4
33497 1 5 0
33498 0 0 5
33499 0 0 5
33500 1 5 0
33501 0 2 3
33502 1 6 0
33503 1 5 0
33504 0 1 4
33505 1 5 0
33506 1 5 0
33507 1 5 0
33508 0 2 3
33509 1 5 0
33510 1 5 0
33511 0 0 5
33512 0 0 5
33513 1 5 0
33514 1 3 2
33515 0 1 4
33516 1 5 0
33517 1 5 0
33518 0 0 5
33519 1 6 0
33520 0 0 5
33521 1 5 0
33522 0 0 5
33523 1 5 0
33524 0 0 6
33525 1 5 0
33526 0 0 5
33527 0 2 3
33528 1 5 0
33529 0 2 3
33530 0 0 5
33531 0 0 5
33532 1 5 0
33533 1 5 0
33534 1 5 0
33535 1 5 0
33536 1 6 0
33537 1 5 0
33538 0 0 5
33539 0 2 3
33540 1 5 0
33541 1 5 0
33542 1 5 0
33543 1 4 1
33544 1 6 0
33545 1 5 0
33546 1 5 0
33547 0 2 4
33548 1 5 0
33549 1 5 0
33550 0 0 5
33551 1 5 0
33552 0 1 4
33553 1 5 0
33554 1 5 0
33555 1 3 2
33556 1 5 0
33557 1 5 0
33558 1 3 2
33559 1 5 0
33560 1 5 0
33561 0 1 4
33562 0 0 5
33563 1 5 0
33564 1 5 0
33565 0 0 5
33566 1 5 0
33567 1 5 0
33568 0 1 4
33569 1 5 0
33570 1 5 0
33571 1 5 0
33572 1 5 0
33573 1 5 0
33574 1 5 0
33575 1 5 0
33576 0 0 5
33577 0 0 5
33578 1 3 2
33579 1 5 0
33580 1 5 0
33581 1 5 0
33582 1 6 0
33583 1 5 0
33584 0 1 4
33585 1 5 0
33586 1 5 0
33587 0 1 5
33588 1 5 0
33589 0 1 4
33590 1 5 0
33591 1 5 0
33592 1 5 0
33593 1 5 0
33594 0 0 5
33595 1 5 0
33596 0 2 3
33597 1 5 0
33598 0 0 5
33599 1 5 0
33600 1 5 0
33601 1 5 0
33602 1 5 0
33603 1 5 0
33604 1 5 0
33605 1 4 1
33606 0 1 4
33607 1 5 0
33608 1 5 0
33609 1 5 0
33610 1 5 0
33611 1 5 0
33612 1 5 0
33613 1 5 0
33614 1 5 0
33615 1 5 0
33616 0 1 4
33617 1 5 0
33618 1 5 0
33619 1 5 0
33620 1 5 0
33621 1 5 0
33622 1 5 0
33623 1 5 0
33624 0 1 4
33625 1 4 1
33626 1 5 0
33627 0 2 3
33628 1 5 0
33629 1 5 0
33630 1 5 0
33631 0 0 5
33632 0 1 4
33633 0 0 6
33634 0 0 5
33635 0 0 5
33636 0 0 5
33637 0 0 5
33638 1 7 0
33639 1 7 0
33640 1 5 0
33641 0 0 5
33642 1 6 0
33643 1 4 1
33644 1 4 1
33645 1 5 0
33646 0 1 4
33647 0 0 5
33648 1 5 0
33649 0 0 5
33650 1 5 0
33651 1 5 0
33652 1 5 0
33653 0 2 4
33654 1 5 0
33655 0 0 5
33656 1 3 2
33657 1 5 0
33658 1 5 0
33659 1 7 0
33660 1 5 0
33661 1 5 0
33662 1 4 1
33663 1 5 0
33664 1 6 0
33665 1 5 0
33666 1 5 0
33667 0.5 3 3
33668 0 0 5
33669 0 2 3
33670 1 5 0
33671 0 1 4
33672 0 0 6
33673 0 0 5
33674 0 1 4
33675 1 5 0
33676 1 5 0
33677 1 5 0
33678 1 5 0
33679 0 0 5
33680 1 5 0
33681 0 0 5
33682 1 7 0
33683 1 5 0
33684 1 5 0
33685 1 4 1
33686 1 4 1
33687 1 5 0
33688 1 3 2
33689 0 0 5
33690 1 6 0
33691 1 5 0
33692 1 5 0
33693 1 5 0
33694 0 0 5
33695 0 0 5
33696 0.5 3 3
33697 1 4 1
33698 0 1 4
33699 1 5 0
33700 1 5 0
33701 0 0 5
33702 1 5 0
33703 0 0 5
33704 1 5 0
33705 1 5 0
33706 1 5 0
33707 1 4 1
33708 0 1 4
33709 1 5 0
33710 0 2 3
33711 1 5 0
33712 0 1 4
33713 1 5 0
33714 1 5 0
33715 1 5 0
33716 0 0 5
33717 0 0 5
33718 1 5 0
33719 0 0 5
33720 1 5 0
33721 1 5 0
33722 0 2 3
33723 1 5 0
33724 1 5 0
33725 1 5 0
33726 0 0 5
33727 0 1 4
33728 1 5 0
33729 1 5 0
33730 1 5 0
33731 0 1 4
33732 1 5 0
33733 0 0 3
33734 0 0 5
33735 1 5 0
33736 0 1 4
33737 0 1 4
33738 1 3 2
33739 1 5 0
33740 1 5 0
